46520,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
2125090,4,2012-07-27,Superhost,5,Centro Storico,1,1,Entire home,2,112,238,4.83,4.86,4.96,4.9,4.89,4.92,4.8,1.96,Firenze,Early Winter,1,private,"43.76902, 11.2573",2024-12-15
1806477,50,2013-10-16,Superhost,3,Centro Storico,3,2,Entire home,4,260,392,4.93,4.92,4.92,4.99,4.99,5,4.88,3.19,Firenze,Early Winter,1,private,"43.76787, 11.25219",2024-12-15
1807006,38,2013-10-16,Superhost,3,Centro Storico,2,1,Entire home,4,248,294,4.92,4.93,4.9,4.96,4.98,5,4.91,2.4,Firenze,Early Winter,1,private,"43.76698, 11.25289",2024-12-15
2130182,1,2013-12-28,Host,2,Centro Storico,2,1,Entire home,4,82,19,4.42,4.68,4.26,4.84,4.74,4.79,4.26,0.18,Firenze,Early Winter,1,private,"43.77458, 11.26705",2024-12-15
1813210,11,2013-10-18,Host,1,Centro Storico,2,1,Private room,2,65,61,4.9,4.98,4.98,5,4.9,4.89,4.95,0.5,Firenze,Early Winter,1,private,"43.77067, 11.27054",2024-12-15
1826957,25,2013-10-21,Host,1,Centro Storico,1,1,Entire home,2,99,39,4.72,4.85,4.74,4.79,4.79,4.85,4.69,0.35,Firenze,Early Winter,1,private,"43.77013, 11.26263",2024-12-15
2130829,0,2013-12-28,Host,1,Centro Storico,2,1,Entire home,3,120,294,4.9,4.95,4.9,4.93,4.95,4.82,4.83,2.47,Firenze,Early Winter,2,private,"43.77003, 11.24229",2024-12-15
1830272,0,2012-11-15,Host,160,Centro Storico,2,1,Entire home,4,240,15,4.33,4.4,4.67,4.67,4.67,5,4.4,0.14,Firenze,Early Winter,1,private,"43.77138, 11.24842",2024-12-15
1844272,3,2013-10-23,Superhost,6,Centro Storico,5,3,Entire home,6,121,78,4.91,4.9,4.9,4.97,4.96,4.99,4.87,0.64,Firenze,Early Winter,1,private,"43.7756, 11.25202",2024-12-15
1844296,4,2013-10-23,Superhost,6,Centro Storico,6,3,Entire home,8,168,95,4.83,4.93,4.96,4.96,4.98,4.98,4.8,0.78,Firenze,Early Winter,2,private,"43.7756, 11.25202",2024-12-15
1845578,48,2013-10-26,Superhost,11,Centro Storico,3,2,Entire home,4,142,200,4.86,4.91,4.88,4.93,4.95,4.96,4.81,1.77,Firenze,Early Winter,1,private,"43.7678, 11.25642",2024-12-15
2133975,0,2013-12-29,Host,1,Campo di Marte,1,1,Entire home,2,55,130,4.84,4.89,4.71,4.95,4.91,4.56,4.75,1.09,Firenze,Early Winter,1,private,"43.79101, 11.27029",2024-12-15
1849900,11,2013-10-21,Host,5,Rifredi,2,1,Entire home,4,103,116,4.62,4.87,4.78,4.79,4.8,4.59,4.69,0.99,Firenze,Early Winter,1,private,"43.78311, 11.25327",2024-12-15
1853860,0,2013-06-18,Superhost,11,Isolotto Legnaia,5,3,Entire home,6,100,30,4.79,4.93,4.8,4.89,4.83,4.68,4.75,0.25,Firenze,Early Winter,2,private,"43.77068, 11.23978",2024-12-15
1884270,89,2013-09-09,Host,2,Centro Storico,3,2,Entire home,4,70,630,4.72,4.83,4.8,4.87,4.9,4.57,4.76,5.19,Firenze,Early Winter,1,private,"43.78058, 11.23551",2024-12-15
1906097,1,2013-10-23,Superhost,6,Centro Storico,8,3,Entire home,10,221,68,4.84,4.85,4.87,4.94,4.97,4.95,4.8,0.56,Firenze,Early Winter,3,private,"43.775597, 11.252019",2024-12-15
2141417,27,2013-12-31,Host,11,Centro Storico,2,1,Entire home,6,134,55,4.84,4.82,4.63,4.91,4.91,4.93,4.77,0.63,Firenze,Early Winter,2,private,"43.76702, 11.25142",2024-12-15
1907384,12,2011-05-15,Superhost,3,Centro Storico,1,1,Private room,1,40,104,4.88,4.81,4.82,4.93,4.94,4.94,4.86,0.92,Firenze,Early Winter,1,private,"43.77062, 11.26827",2024-12-15
1908374,9,2013-11-09,Host,3,Centro Storico,2,1,Entire home,3,81,154,4.77,4.82,4.63,4.95,4.97,4.92,4.72,1.28,Firenze,Early Winter,1,private,"43.77629, 11.26129",2024-12-15
1910958,9,2011-12-22,Superhost,12,Centro Storico,1,1,Entire home,4,124,250,4.82,4.91,4.96,4.9,4.92,4.95,4.83,2.04,Firenze,Early Winter,1,private,"43.76716, 11.26012",2024-12-15
2144150,0,2014-01-01,Host,1,Centro Storico,5,3,Entire home,5,150,88,4.89,4.92,4.93,4.94,4.94,4.93,4.91,0.73,Firenze,Early Winter,2,private,"43.76628, 11.25389",2024-12-15
2146913,58,2013-02-23,Superhost,5,Centro Storico,5,3,Entire home,9,350,388,4.97,4.97,4.97,4.96,4.98,4.98,4.93,3.28,Firenze,Early Winter,3,private,"43.76822, 11.24888",2024-12-15
2148169,16,2014-01-02,Host,1,Centro Storico,3,2,Entire home,4,87,208,4.88,4.89,4.97,4.99,4.98,4.98,4.84,1.77,Firenze,Early Winter,1,private,"43.77722, 11.25116",2024-12-15
1927862,22,2013-11-11,Superhost,2,Campo di Marte,1,1,Private room,2,80,81,4.84,4.8,4.83,4.94,4.94,4.63,4.8,0.68,Firenze,Early Winter,1,private,"43.774418, 11.293558",2024-12-15
2148400,6,2014-01-02,Host,4,Centro Storico,3,2,Entire home,5,90,218,4.23,4.48,3.87,4.77,4.78,4.91,4.38,2.31,Firenze,Early Winter,1,private,"43.76687, 11.24912",2024-12-15
1937245,15,2017-06-20,Host,1,Campo di Marte,2,1,Entire home,4,75,91,4.6,4.65,4.78,4.79,4.77,4.49,4.55,0.77,Firenze,Early Winter,1,private,"43.78896, 11.27357",2024-12-15
1939974,52,2011-12-22,Superhost,12,Centro Storico,1,1,Entire home,2,86,447,4.84,4.89,4.89,4.94,4.96,4.97,4.85,3.94,Firenze,Early Winter,1,private,"43.76853, 11.24818",2024-12-15
2468720,0,2014-02-27,Host,2,Centro Storico,3,2,Entire home,3,357,22,4.64,4.77,4.95,4.86,4.91,5,4.59,0.19,Firenze,Early Winter,2,private,"43.76993, 11.25564",2024-12-15
2158066,0,2014-01-03,Host,9832,Centro Storico,3,2,Entire home,7,296,4,5,5,5,5,5,5,4.75,0.04,Firenze,Early Winter,3,private,"43.77703, 11.2563",2024-12-15
2165192,57,2014-01-05,Superhost,5,Centro Storico,2,1,Entire home,4,130,473,4.9,4.93,4.96,4.91,4.93,4.92,4.86,4,Firenze,Early Winter,1,private,"43.77423, 11.24481",2024-12-15
2167925,29,2014-01-05,Host,3,Centro Storico,4,2,Entire home,7,264,255,4.85,4.89,4.82,4.94,4.9,4.99,4.85,2.14,Firenze,Early Winter,4,private,"43.77603, 11.24934",2024-12-15
2468854,28,2014-02-27,Superhost,5,Centro Storico,2,1,Entire home,3,95,28,4.93,4.93,4.9,4.93,4.97,4.93,4.79,3.82,Firenze,Early Winter,1,private,"43.77603842467067, 11.252064103842327",2024-12-15
2470554,0,2012-11-07,Host,2,Rifredi,3,2,Entire home,5,150,5,4.8,4.25,5,5,4.75,4.75,4.5,0.04,Firenze,Early Winter,2,private,"43.79546, 11.26165",2024-12-15
2477044,12,2012-08-20,Host,127,Centro Storico,2,1,Entire home,3,100,177,4.09,4.16,4.09,4.33,4.33,4.59,4.1,1.5,Firenze,Early Winter,1,private,"43.77396, 11.24626",2024-12-15
2481292,33,2014-03-01,Superhost,7,Centro Storico,2,1,Entire home,3,88,738,4.82,4.89,4.85,4.93,4.94,4.83,4.84,6.38,Firenze,Early Winter,1,private,"43.77121, 11.26983",2024-12-15
2485869,0,2014-03-02,Host,1,Gavinana Galluzzo,1,1,Private room,2,180,30,4.93,5,4.97,5,5,4.71,4.89,0.29,Firenze,Early Winter,1,private,"43.76348, 11.27927",2024-12-15
2168657,0,2014-01-03,Host,372,Centro Storico,3,2,Entire home,7,313,2,5,5,4.5,5,5,5,5,0.02,Firenze,Early Winter,2,private,"43.76839, 11.25895",2024-12-15
2169141,43,2014-01-06,Superhost,1,Centro Storico,4,2,Entire home,6,300,315,4.87,4.9,4.92,4.93,4.96,4.86,4.84,2.61,Firenze,Early Winter,3,private,"43.77974, 11.25464",2024-12-15
2492557,0,2014-02-27,Host,2,Centro Storico,1,1,Entire home,3,150,20,4.8,4.8,4.85,4.8,4.85,4.85,4.55,0.17,Firenze,Early Winter,2,private,"43.768, 11.25795",2024-12-15
2170381,42,2013-03-18,Superhost,3,Centro Storico,1,1,Entire home,2,74,382,4.79,4.9,4.8,4.81,4.84,4.93,4.82,3.16,Firenze,Early Winter,1,private,"43.7671, 11.24695",2024-12-15
2500514,50,2014-03-03,Superhost,2,Centro Storico,4,2,Entire home,4,57,283,4.92,4.94,4.94,4.98,4.97,4.94,4.87,4.66,Firenze,Early Winter,1,private,"43.76938, 11.26375",2024-12-15
2172706,25,2013-06-26,Superhost,1,Campo di Marte,5,3,Entire home,6,183,199,4.96,4.94,4.96,4.97,4.97,4.9,4.93,1.67,Firenze,Early Winter,2,private,"43.81006, 11.27258",2024-12-15
2517194,0,2014-02-19,Host,2,Gavinana Galluzzo,1,1,Private room,3,90,5,4.4,4.6,4.8,4.6,4.4,3.8,4.6,0.05,Firenze,Early Winter,1,private,"43.75169, 11.24006",2024-12-15
2517988,0,2014-03-07,Host,13,Centro Storico,2,1,Entire home,4,100,300,4.24,4.58,4.54,4.29,4.25,4.9,4.38,2.54,Firenze,Early Winter,1,private,"43.76902, 11.25766",2024-12-15
2519619,22,2013-02-05,Superhost,2,Centro Storico,4,2,Entire home,7,370,93,4.99,4.98,5,5,4.95,4.93,4.93,1.44,Firenze,Early Winter,4,private,"43.76053, 11.26081",2024-12-15
2182026,32,2013-12-31,Host,11,Centro Storico,1,1,Entire home,2,93,81,4.77,4.84,4.64,4.96,4.91,4.99,4.8,0.76,Firenze,Early Winter,1,private,"43.767, 11.24951",2024-12-15
2195624,5,2013-05-28,Host,8,Centro Storico,2,,Private room,2,38,32,4.84,4.75,4.78,4.94,4.88,4.94,4.84,0.27,Firenze,Early Winter,2,shared,"43.77193, 11.26113",2024-12-15
2207736,0,2013-02-28,Superhost,14,Gavinana Galluzzo,4,2,Entire home,4,250,19,4.58,4.5,4.63,4.88,4.72,4.71,4.29,0.17,Firenze,Early Winter,1,private,"43.73181, 11.21062",2024-12-15
2534416,18,2014-03-10,Superhost,1,Centro Storico,1,1,Private room,2,50,315,4.8,4.86,4.88,4.88,4.78,4.96,4.84,2.67,Firenze,Early Winter,1,private,"43.77626, 11.25811",2024-12-15
2552554,76,2014-03-12,Superhost,6,Centro Storico,1,1,Entire home,2,101,711,4.86,4.89,4.93,4.95,4.98,4.95,4.84,6,Firenze,Early Winter,1,private,"43.77618, 11.25437",2024-12-15
2557454,10,2013-01-04,Superhost,15,Centro Storico,6,3,Entire home,,279,30,4.83,4.87,4.87,4.8,4.67,4.8,4.7,0.27,Firenze,Early Winter,2,private,"43.76574, 11.24658",2024-12-15
2214177,9,2011-11-04,Host,16,Rifredi,1,1,Entire home,2,69,348,4.51,4.69,4.47,4.83,4.77,4.47,4.54,2.92,Firenze,Early Winter,1,private,"43.78462, 11.25591",2024-12-15
2572734,8,2014-03-16,Host,5,Rifredi,1,1,Entire home,2,90,126,4.87,4.94,4.95,4.94,4.99,4.65,4.82,1.08,Firenze,Early Winter,1,private,"43.79966, 11.2429",2024-12-15
2218083,1,2014-01-15,Host,4,Centro Storico,1,1,Entire home,4,220,5,4.8,5,5,5,5,5,5,0.04,Firenze,Early Winter,1,private,"43.77051, 11.25464",2024-12-15
2575389,24,2014-03-16,Superhost,2,Centro Storico,3,2,Entire home,4,199,281,4.94,4.97,4.99,4.96,4.95,4.96,4.94,2.46,Firenze,Early Winter,2,private,"43.77158, 11.25835",2024-12-15
2220148,28,2013-12-31,Host,11,Centro Storico,1,1,Entire home,4,107,54,4.63,4.67,4.52,4.93,4.87,4.81,4.69,0.45,Firenze,Early Winter,1,private,"43.76529, 11.26113",2024-12-15
2220492,1,2013-07-12,Host,37,Centro Storico,1,1,Entire home,3,118,33,4.21,4.27,4.36,4.21,4.39,3.94,4.33,0.28,Firenze,Early Winter,1,private,"43.78507, 11.23497",2024-12-15
2221632,18,2013-10-07,Superhost,12,Centro Storico,8,3,Entire home,8,169,60,4.95,4.95,4.83,4.97,4.97,5,4.87,0.53,Firenze,Early Winter,1,private,"43.76823, 11.2598",2024-12-15
2577126,0,2014-03-16,Host,1,Centro Storico,3,2,Entire home,4,80,151,4.7,4.8,4.75,4.87,4.9,4.93,4.75,1.29,Firenze,Early Winter,1,private,"43.77101, 11.26324",2024-12-15
2227527,0,2014-01-16,Host,1,Isolotto Legnaia,5,3,Entire home,5,60,70,4.56,4.77,4.61,4.76,4.7,4.44,4.58,0.59,Firenze,Early Winter,1,private,"43.77167, 11.21465",2024-12-15
2587525,1,2015-07-16,Superhost,35,Centro Storico,2,1,Entire home,4,169,143,4.85,4.92,4.87,4.98,4.97,4.96,4.81,1.22,Firenze,Early Winter,1,private,"43.76698, 11.24852",2024-12-15
2230662,9,2013-08-16,Superhost,5,Centro Storico,1,1,Entire home,4,82,24,4.92,4.96,4.84,5,5,5,4.8,0.22,Firenze,Early Winter,1,private,"43.7704, 11.25794",2024-12-15
2230668,14,2013-08-16,Superhost,5,Centro Storico,2,1,Entire home,3,152,109,4.94,4.94,4.9,4.99,4.97,4.98,4.87,0.93,Firenze,Early Winter,1,private,"43.77019, 11.25975",2024-12-15
2241760,33,2014-01-19,Superhost,1,Centro Storico,1,1,Entire home,2,92,269,4.77,4.86,4.92,4.96,4.98,4.88,4.77,2.27,Firenze,Early Winter,1,private,"43.76485, 11.25807",2024-12-15
2593497,4,2014-02-18,Superhost,5,Campo di Marte,2,1,Entire home,2,80,10,4.5,4.4,4.8,4.8,4.5,4.9,4.5,0.1,Firenze,Early Winter,1,private,"43.78677, 11.26632",2024-12-15
2242910,0,2014-01-19,Host,1,Centro Storico,4,2,Entire home,5,68,226,4.72,4.84,4.86,4.91,4.87,4.71,4.71,1.89,Firenze,Early Winter,1,private,"43.77985, 11.26449",2024-12-15
2244952,18,2014-01-20,Host,4,Centro Storico,3,2,Entire home,4,200,276,4.75,4.86,4.82,4.64,4.71,4.97,4.77,2.34,Firenze,Early Winter,1,private,"43.77156, 11.25631",2024-12-15
2597002,2,2012-12-27,Superhost,6,Centro Storico,3,2,Entire home,6,131,15,4.67,4.93,4.8,5,5,4.73,4.8,0.13,Firenze,Early Winter,2,private,"43.78195, 11.25188",2024-12-15
2602669,20,2013-08-16,Superhost,1,Centro Storico,3,2,Entire home,4,90,155,4.82,4.92,4.89,4.89,4.94,4.87,4.9,1.46,Firenze,Early Winter,1,private,"43.77582, 11.26476",2024-12-15
2249514,3,2014-01-20,Host,3,Campo di Marte,1,1,Private room,1,3,30,4.33,4.53,4.1,4.76,4.47,4.13,4.28,0.26,Firenze,Early Winter,1,private,"43.77591, 11.29137",2024-12-15
2604260,0,2014-03-11,Host,2,Centro Storico,1,1,Entire home,4,150,216,4.89,4.9,4.93,4.92,4.89,4.93,4.84,1.83,Firenze,Early Winter,2,private,"43.77417, 11.2468",2024-12-15
2622902,26,2013-01-28,Superhost,2,Rifredi,4,2,Entire home,5,114,133,4.77,4.83,4.81,4.89,4.95,4.49,4.72,1.13,Firenze,Early Winter,1,private,"43.79428, 11.23629",2024-12-15
2624807,31,2014-02-17,Superhost,2,Centro Storico,3,2,Entire home,3,99,213,4.95,4.99,5,4.96,4.95,4.98,4.94,1.85,Firenze,Early Winter,1,private,"43.77728, 11.25115",2024-12-15
2254863,29,2012-08-20,Host,127,Centro Storico,2,1,Entire home,4,166,133,4.58,4.92,4.83,4.5,4.46,4.67,4.57,1.13,Firenze,Early Winter,1,private,"43.77594, 11.24668",2024-12-15
2257950,0,2013-12-31,Host,11,Centro Storico,2,1,Entire home,4,150,3,4.33,5,4.67,5,5,5,4.67,0.03,Firenze,Early Winter,1,private,"43.76083, 11.23742",2024-12-15
2258337,9,2012-11-11,Superhost,2,Centro Storico,1,1,Entire home,,94,32,4.94,4.94,4.84,4.91,4.94,4.97,4.88,0.38,Firenze,Early Winter,1,private,"43.77245, 11.26104",2024-12-15
2625782,8,2014-03-23,Host,1,Centro Storico,1,1,Entire home,2,85,73,4.38,4.45,4.4,4.57,4.6,4.9,4.38,0.62,Firenze,Early Winter,1,private,"43.76866, 11.26641",2024-12-15
2258545,7,2012-11-11,Superhost,2,Centro Storico,1,1,Entire home,1,84,36,4.92,4.94,4.86,4.97,4.97,4.97,4.8,0.31,Firenze,Early Winter,1,private,"43.77239, 11.26127",2024-12-15
2259349,0,2012-11-14,Host,10,Centro Storico,1,1,Private room,1,78,7,4,4.29,4.29,4.57,4.29,4.86,4.29,0.09,Firenze,Early Winter,1,private,"43.77782, 11.25168",2024-12-15
2627190,0,2014-03-23,Host,1,Centro Storico,1,1,Entire home,4,150,18,4.89,4.94,4.72,4.94,4.94,4.94,4.72,0.15,Firenze,Early Winter,1,private,"43.77316, 11.26244",2024-12-15
2269944,3,2013-06-12,Superhost,5,Centro Storico,3,2,Entire home,4,120,9,4.67,4.5,4.63,4.88,4.75,4.88,4.38,0.08,Firenze,Early Winter,1,private,"43.76862, 11.26518",2024-12-15
2627518,0,2012-12-10,Host,1,Centro Storico,2,1,Entire home,4,80,14,4.71,4.86,4.5,5,5,4.79,4.71,0.12,Firenze,Early Winter,1,private,"43.77733, 11.25449",2024-12-15
2636293,76,2014-03-12,Superhost,6,Centro Storico,1,1,Entire home,2,107,626,4.87,4.91,4.95,4.95,4.98,4.96,4.85,5.32,Firenze,Early Winter,1,private,"43.77618, 11.2544",2024-12-15
2639411,0,2013-09-08,Host,4,Centro Storico,2,1,Entire home,3,71,121,4.36,4.63,4.55,4.5,4.63,4.74,4.47,1.03,Firenze,Early Winter,1,private,"43.77517, 11.25394",2024-12-15
2272183,0,2013-10-25,Host,29,Centro Storico,4,2,Entire home,6,200,3,4.33,4,4.67,4.67,4.67,5,4.67,0.03,Firenze,Early Winter,2,private,"43.77863, 11.2571",2024-12-15
2640908,20,2014-03-25,Superhost,2,Centro Storico,4,2,Entire home,6,126,183,4.74,4.67,4.92,4.91,4.9,4.68,4.74,1.55,Firenze,Early Winter,1,private,"43.7744, 11.24479",2024-12-15
2649735,2,2014-03-24,Host,4,Centro Storico,1,1,Private room,1,65,82,4.77,4.87,4.89,4.96,4.85,4.79,4.77,0.79,Firenze,Early Winter,1,private,"43.76939, 11.26995",2024-12-15
2272205,4,2014-01-24,Host,13,Centro Storico,2,1,Private room,3,48,65,4.25,4.33,4.13,4.69,4.56,4.84,4.28,0.57,Firenze,Early Winter,1,private,"43.7757, 11.25344",2024-12-15
2272209,8,2011-11-04,Host,16,Rifredi,1,1,Entire home,2,63,315,4.54,4.7,4.55,4.82,4.83,4.52,4.53,2.67,Firenze,Early Winter,1,private,"43.78436, 11.25526",2024-12-15
2654612,0,2014-03-27,Host,2,Centro Storico,1,1,Entire home,4,150,114,4.55,4.77,4.77,4.79,4.78,4.68,4.61,1.18,Firenze,Early Winter,1,private,"43.76234, 11.24278",2024-12-15
2275227,57,2011-05-20,Superhost,3,Centro Storico,1,1,Private room,2,48,218,4.92,4.94,4.93,4.96,4.98,4.78,4.92,1.83,Firenze,Early Winter,1,shared,"43.78372, 11.23985",2024-12-15
2302389,0,2011-06-09,Host,2,Centro Storico,1,1,Entire home,2,30,142,4.95,4.93,4.94,4.98,4.98,4.99,4.9,1.34,Firenze,Early Winter,1,private,"43.76773, 11.25165",2024-12-15
2323453,0,2014-02-02,Host,3,Centro Storico,3,2,Entire home,6,150,32,4.47,4.58,4.34,4.74,4.84,4.97,4.42,0.41,Firenze,Early Winter,1,private,"43.76786, 11.26014",2024-12-15
2334519,13,2014-02-04,Host,3,Centro Storico,2,1,Entire home,2,77,37,4.78,4.89,4.67,4.94,4.94,4.97,4.78,0.31,Firenze,Early Winter,1,private,"43.77288, 11.24701",2024-12-15
2334782,27,2014-02-04,Host,27,Centro Storico,2,1,Hotel room,5,1000,425,4.72,4.83,4.79,4.83,4.76,4.89,4.72,3.6,Firenze,Early Winter,1,private,"43.77274, 11.26254",2024-12-15
2662178,58,2014-03-28,Superhost,2,Centro Storico,1,1,Entire home,,76,302,4.78,4.8,4.82,4.92,4.93,4.92,4.75,2.58,Firenze,Early Winter,1,private,"43.77341, 11.26167",2024-12-15
2662643,76,2014-03-01,Superhost,1,Centro Storico,3,2,Entire home,3,98,776,4.9,4.92,4.91,4.96,4.92,4.96,4.91,6.56,Firenze,Early Winter,1,private,"43.776, 11.25158",2024-12-15
2336692,0,2013-05-05,Superhost,8,Centro Storico,5,3,Entire home,7,150,4,4.5,4.5,4.75,5,5,4.5,4.5,0.03,Firenze,Early Winter,2,private,"43.77693, 11.25287",2024-12-15
2336704,3,2013-05-05,Superhost,8,Centro Storico,2,1,Entire home,3,74,119,4.76,4.85,4.83,4.94,4.96,4.89,4.7,1.02,Firenze,Early Winter,1,private,"43.77764, 11.25405",2024-12-15
2349265,17,2015-07-16,Superhost,35,Isolotto Legnaia,3,2,Entire home,6,244,208,4.83,4.87,4.81,4.89,4.95,4.72,4.79,1.78,Firenze,Early Winter,3,private,"43.75496673583984, 11.213274955749512",2024-12-15
2354182,3,2014-02-07,Host,2,Gavinana Galluzzo,4,,Entire home,3,60,41,4.76,4.85,4.85,4.95,4.93,4.67,4.72,0.35,Firenze,Early Winter,1,private,"43.75251, 11.28696",2024-12-15
2359474,29,2013-07-01,Host,8,Centro Storico,1,1,Private room,2,100,284,4.52,4.51,4.45,4.82,4.74,4.96,4.53,2.41,Firenze,Early Winter,1,shared,"43.77529, 11.25551",2024-12-15
2664107,26,2012-12-27,Superhost,6,Rifredi,2,1,Private room,3,65,241,4.84,4.87,4.92,4.95,4.92,4.7,4.84,2.05,Firenze,Early Winter,1,shared,"43.78492, 11.25232",2024-12-15
2360114,45,2011-05-20,Superhost,3,Centro Storico,1,1,Private room,3,48,298,4.91,4.94,4.94,4.95,4.96,4.76,4.91,2.49,Firenze,Early Winter,1,private,"43.78372, 11.23985",2024-12-15
2360275,38,2014-02-08,Host,7,Centro Storico,4,2,Entire home,6,117,234,4.52,4.71,4.47,4.75,4.75,4.96,4.61,1.99,Firenze,Early Winter,1,private,"43.77459, 11.25824",2024-12-15
2676957,29,2014-02-25,Host,6,Centro Storico,2,1,Entire home,4,196,346,4.85,4.92,4.83,4.96,4.97,4.95,4.79,2.94,Firenze,Early Winter,1,private,"43.773467, 11.255406",2024-12-15
2366533,10,2014-02-09,Superhost,7,Centro Storico,2,1,Entire home,4,102,52,4.87,4.94,4.87,4.96,4.98,4.96,4.86,0.46,Firenze,Early Winter,1,private,"43.77494, 11.25869",2024-12-15
2679479,78,2014-03-31,Superhost,2,Centro Storico,3,2,Entire home,5,167,414,4.93,4.95,4.96,4.96,4.97,5,4.94,3.52,Firenze,Early Winter,1,private,"43.77380299782124, 11.257423164029523",2024-12-15
2702043,49,2014-03-28,Superhost,2,Centro Storico,1,1,Entire home,3,76,396,4.75,4.83,4.88,4.94,4.95,4.93,4.83,3.4,Firenze,Early Winter,1,private,"43.7736, 11.26364",2024-12-15
2704896,20,2011-01-25,Host,43,Centro Storico,3,2,Entire home,4,160,161,4.42,4.49,4.48,4.61,4.51,4.94,4.51,1.38,Firenze,Early Winter,1,private,"43.76813, 11.25717",2024-12-15
2707991,38,2012-09-12,Host,2,Centro Storico,1,1,Entire home,2,86,312,4.7,4.8,4.75,4.88,4.83,4.79,4.75,2.65,Firenze,Early Winter,1,private,"43.76885, 11.26786",2024-12-15
2388062,6,2013-04-14,Host,7,Centro Storico,4,2,Entire home,6,193,32,4.72,4.77,4.87,4.9,4.69,4.72,4.72,0.28,Firenze,Early Winter,2,private,"43.784721, 11.241201",2024-12-15
2389231,3,2014-02-12,Host,3,Centro Storico,4,2,Entire home,6,124,21,4.76,4.95,4.9,4.95,4.9,4.67,4.86,0.18,Firenze,Early Winter,2,private,"43.784721, 11.241201",2024-12-15
2712117,6,2013-08-22,Host,6,Centro Storico,4,2,Entire home,6,448,23,4.65,4.74,4.65,4.96,4.74,4.87,4.57,0.2,Firenze,Early Winter,2,private,"43.77161, 11.25926",2024-12-15
2398422,22,2013-01-04,Superhost,15,Centro Storico,2,1,Entire home,5,156,51,5,4.96,5,5,5,4.94,4.94,0.45,Firenze,Early Winter,1,private,"43.76574, 11.24658",2024-12-15
2712831,1,2014-02-12,Host,3,Centro Storico,3,2,Entire home,5,132,8,4.88,5,5,5,4.88,4.63,4.88,0.1,Firenze,Early Winter,1,private,"43.784721, 11.241201",2024-12-15
2715121,68,2013-09-16,Superhost,2,Centro Storico,1,1,Entire home,2,83,322,4.81,4.88,4.9,4.94,4.94,4.95,4.82,3.07,Firenze,Early Winter,1,private,"43.76676, 11.25304",2024-12-15
2398985,3,2014-02-15,Superhost,1,Centro Storico,1,1,Entire home,2,70,64,4.66,4.73,4.69,4.92,4.92,4.75,4.61,0.54,Firenze,Early Winter,1,private,"43.77126, 11.26637",2024-12-15
2720014,1,2014-03-29,Host,9,Centro Storico,4,2,Entire home,4,90,24,4.92,4.96,4.96,5,5,4.92,4.92,0.21,Firenze,Early Winter,1,private,"43.76496, 11.2648",2024-12-15
2402944,0,2014-02-16,Host,1,Campo di Marte,1,1,Entire home,,60,9,4.67,4.67,4.78,4.78,4.78,4.56,4.33,0.08,Firenze,Early Winter,1,private,"43.78042, 11.31549",2024-12-15
2406038,58,2014-02-16,Host,1,Centro Storico,1,1,Entire home,2,75,419,4.86,4.88,4.92,4.96,4.94,4.9,4.85,3.55,Firenze,Early Winter,1,private,"43.77606, 11.25981",2024-12-15
2740866,0,2012-07-29,Host,4,Centro Storico,2,1,Entire home,4,105,5,4.2,4.2,4.8,4.8,4.6,4.8,4.2,0.04,Firenze,Early Winter,1,private,"43.77199, 11.25627",2024-12-15
2411273,46,2014-02-17,Superhost,2,Centro Storico,2,1,Entire home,2,103,468,4.96,4.97,4.98,4.98,4.97,4.97,4.94,4.04,Firenze,Early Winter,1,private,"43.7755, 11.25181",2024-12-15
2412368,11,2012-10-24,Superhost,2,Centro Storico,1,1,Entire home,2,143,66,4.82,4.88,4.85,4.97,4.95,4.91,4.77,0.59,Firenze,Early Winter,1,private,"43.76931, 11.26425",2024-12-15
2419066,0,2014-02-18,Host,2,Campo di Marte,1,1,Entire home,2,100,13,4.85,4.85,4.92,5,4.92,4.54,4.85,0.11,Firenze,Early Winter,1,private,"43.78767, 11.29128",2024-12-15
2741367,57,2013-06-03,Superhost,7,Centro Storico,3,2,Entire home,5,259,188,4.96,4.95,4.98,4.92,4.95,4.99,4.91,1.64,Firenze,Early Winter,2,private,"43.7701, 11.25554",2024-12-15
2741620,52,2013-06-03,Superhost,7,Centro Storico,1,1,Entire home,4,224,391,4.9,4.93,4.92,4.9,4.92,4.96,4.84,3.36,Firenze,Early Winter,2,private,"43.76927, 11.25476",2024-12-15
2419354,0,2014-02-18,Superhost,5,Campo di Marte,2,1,Entire home,2,80,12,4.67,4.83,4.83,5,4.92,4.75,4.33,0.11,Firenze,Early Winter,1,private,"43.78549, 11.2666",2024-12-15
2425026,0,2014-02-19,Host,2,Gavinana Galluzzo,3,2,Entire home,3,110,1,5,5,5,5,5,4,5,0.01,Firenze,Early Winter,1,private,"43.75, 11.24017",2024-12-15
2429277,28,2014-02-20,Superhost,1,Centro Storico,1,1,Entire home,2,127,351,4.92,4.95,4.95,4.98,4.97,4.94,4.92,2.98,Firenze,Early Winter,1,private,"43.77045, 11.26051",2024-12-15
